ocel:eid,ocel:activity,ocel:timestamp,p_duration[s],s_co2e[kg],i_electric-from-grid-de[kWh],i_steel-waste-to-recycle[kg],i_gas_input[Wh],i_emission-of-burn[Wh],i_coating-material[kg],i_coating-material-waste[kg],i_compressed-air[m3],i_gas-n2-used[m3],i_gas-n2-emiited-to-air[m3],i_steel-waste[kg],i_cardboard-box[kg]
e_heat_3816,HeatSteelSheet,2023-04-05 10:38:27+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_coat_3747,CoatPart,2023-04-05 10:38:30+00:00,300.0,0.1751156951,0.25,,,,0.0004,0.0001,,,,,
e_heat_3817,HeatStelSheet,2023-04-05 10:38:40+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_split_3821,SplitSteelSheet,2023-04-05 10:38:40+00:00,14.7785187323,0.015452499,0.0225783,0.00042,,,,,,,,,
e_coat_3745,CoatPart,2023-04-05 10:38:51+00:00,300.0,0.1751156951,0.25,,,,0.0004,0.0001,,,,,
e_form_3749,FormSteelSheet,2023-04-05 10:38:55+00:00,5.0,0.0028500228,0.0041667,,,,,,,,,,
e_split_3822,SplitSteelSheet,2023-04-05 10:38:55+00:00,13.8141180176,0.0144446934,0.0211049,0.00042,,,,,,,,,
e_form_3752,FormSteelSheet,2023-04-05 10:38:59+00:00,5.0,0.0028500228,0.0041667,,,,,,,,,,
e_heat_3818,HeatSteelSheet,2023-04-05 10:38:59+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_form_3748,FormSteelSheet,2023-04-05 10:39:01+00:00,5.0,0.0028500228,0.0041667,,,,,,,,,,
e_form_3750,FormSteelSheet,2023-04-05 10:39:05+00:00,5.0,0.0028500228,0.0041667,,,,,,,,,,
e_heat_3819,HeatSteelSheet,2023-04-05 10:39:09+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_split_3823,SplitSteelSheet,2023-04-05 10:39:10+00:00,13.8143778519,0.014444967,0.0211053,0.00042,,,,,,,,,
e_form_3751,FormSteelSheet,2023-04-05 10:39:13+00:00,5.0,0.0028500228,0.0041667,,,,,,,,,,
e_form_3753,FormSteelSheet,2023-04-05 10:39:17+00:00,5.0,0.0028500228,0.0041667,,,,,,,,,,
e_heat_3820,HeatSteelSheet,2023-04-05 10:39:23+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_split_3824,SplitSteelSheet,2023-04-05 10:39:24+00:00,13.6702154297,0.0142943502,0.0208851,0.00042,,,,,,,,,
e_coat_3749,CoatPart,2023-04-05 10:39:30+00:00,300.0,0.1751156951,0.25,,,,0.0004,0.0001,,,,,
e_coat_3752,CoatPart,2023-04-05 10:39:34+00:00,300.0,0.1751156951,0.25,,,,0.0004,0.0001,,,,,
e_coat_3748,CoatPart,2023-04-05 10:39:36+00:00,300.0,0.1751156951,0.25,,,,0.0004,0.0001,,,,,
e_heat_3821,HeatSteelSheet,2023-04-05 10:39:37+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_split_3825,SplitSteelSheet,2023-04-05 10:39:38+00:00,14.3624832032,0.0150177486,0.0219427,0.00042,,,,,,,,,
e_coat_3750,CoatPart,2023-04-05 10:39:41+00:00,300.0,0.1751156951,0.25,,,,0.0004,0.0001,,,,,
e_coat_3751,CoatPart,2023-04-05 10:39:48+00:00,300.0,0.1751156951,0.25,,,,0.0004,0.0001,,,,,
e_heat_3822,HeatSteelSheet,2023-04-05 10:39:51+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_coat_3753,CoatPart,2023-04-05 10:39:52+00:00,300.0,0.1751156951,0.25,,,,0.0004,0.0001,,,,,
e_split_3826,SplitSteelSheet,2023-04-05 10:39:53+00:00,14.0892939492,0.014732247,0.0215253,0.00042,,,,,,,,,
e_heat_3823,HeatSteelSheet,2023-04-05 10:40:06+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_split_3827,SplitSteelSheet,2023-04-05 10:40:08+00:00,14.1254898759,0.0147700722,0.0215806,0.00042,,,,,,,,,
e_form_3756,FormSteelSheet,2023-04-05 10:40:09+00:00,5.0,0.0028500228,0.0041667,,,,,,,,,,
e_form_3754,FormSteelSheet,2023-04-05 10:40:19+00:00,5.0,0.0028500228,0.0041667,,,,,,,,,,
e_heat_3824,HeatSteelSheet,2023-04-05 10:40:20+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_split_3828,SplitSteelSheet,2023-04-05 10:40:22+00:00,14.2040749899,0.0148522206,0.0217007,0.00042,,,,,,,,,
e_form_3757,FormSteelSheet,2023-04-05 10:40:31+00:00,5.0,0.0028500228,0.0041667,,,,,,,,,,
e_heat_3825,HeatSteelSheet,2023-04-05 10:40:36+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_split_3829,SplitSteelSheet,2023-04-05 10:40:36+00:00,14.4269852368,0.0150851226,0.0220412,0.00042,,,,,,,,,
e_form_3758,FormSteelSheet,2023-04-05 10:40:38+00:00,5.0,0.0028500228,0.0041667,,,,,,,,,,
e_form_3755,FormSteelSheet,2023-04-05 10:40:43+00:00,5.0,0.0028500228,0.0041667,,,,,,,,,,
e_coat_3756,CoatPart,2023-04-05 10:40:44+00:00,300.0,0.1751156951,0.25,,,,0.0004,0.0001,,,,,
e_heat_3826,HeatSteelheet,2023-04-05 10:40:47+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_form_3759,FormSteelSheet,2023-04-05 10:40:50+00:00,5.0,0.0028500228,0.0041667,,,,,,,,,,
e_split_3830,SplitSteelSheet,2023-04-05 10:40:50+00:00,14.0269371028,0.0146670618,0.02143,0.00042,,,,,,,,,
e_coat_3754,CoatPart,2023-04-05 10:40:53+00:00,300.0,0.1751156951,0.25,,,,0.0004,0.0001,,,,,
e_split_3831,SplitSteelSheet,2023-04-05 10:41:04+00:00,14.3105700161,0.0149635074,0.0218634,0.00042,,,,,,,,,
e_coat_3757,CoatPart,2023-04-05 10:41:06+00:00,300.0,0.1751156951,0.25,,,,0.0004,0.0001,,,,,
e_heat_3827,HeatSteelSheet,2023-04-05 10:41:07+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_coat_3758,CoatPart,2023-04-05 10:41:13+00:00,300.0,0.1751156951,0.25,,,,0.0004,0.0001,,,,,
e_coat_3755,CoatPart,2023-04-05 10:41:18+00:00,300.0,0.1751156951,0.25,,,,0.0004,0.0001,,,,,
e_split_3832,SplitSteelSheet,2023-04-05 10:41:18+00:00,14.8671869534,0.015545181,0.0227138,0.00042,,,,,,,,,
e_heat_3828,HeatSteelSheet,2023-04-05 10:41:19+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_coat_3759,CoatPart,2023-04-05 10:41:25+00:00,300.0,0.1751156951,0.25,,,,0.0004,0.0001,,,,,
e_split_3833,SplitSteelSheet,2023-04-05 10:41:32+00:00,14.3668082029,0.015022263,0.0219493,0.00042,,,,,,,,,
e_heat_3829,HeatStelSheet,2023-04-05 10:41:34+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_form_3760,FormSteelSheet,2023-04-05 10:41:41+00:00,5.0,0.0028500228,0.0041667,,,,,,,,,,
e_form_3761,FormSteelSheet,2023-04-05 10:41:44+00:00,5.0,0.0028500228,0.0041667,,,,,,,,,,
e_form_3762,FormSteelSheet,2023-04-05 10:41:44+00:00,5.0,0.0028500228,0.0041667,,,,,,,,,,
e_heat_3830,HeatSteelSheet,2023-04-05 10:41:45+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_split_3834,SplitSteelSheet,2023-04-05 10:41:46+00:00,14.9825577276,0.0156657018,0.02289,0.00042,,,,,,,,,
e_form_3764,FormSteelSheet,2023-04-05 10:41:47+00:00,5.0,0.0028500228,0.0041667,,,,,,,,,,
e_form_3763,FormSteelSheet,2023-04-05 10:41:49+00:00,5.0,0.0028500228,0.0041667,,,,,,,,,,
e_heat_3831,HeatSteelSheet,2023-04-05 10:42:00+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_split_3835,SplitSteelSheet,2023-04-05 10:42:00+00:00,14.5542767477,0.0152181606,0.0222357,0.00042,,,,,,,,,
e_form_3766,FormSteelSheet,2023-04-05 10:42:05+00:00,5.0,0.0028500228,0.0041667,,,,,,,,,,
e_split_3836,SplitSteelSheet,2023-04-05 10:42:14+00:00,13.8531516846,0.0144854598,0.0211645,0.00042,,,,,,,,,
e_coat_3760,CoatPart,2023-04-05 10:42:16+00:00,300.0,0.1751156951,0.25,,,,0.0004,0.0001,,,,,
e_heat_3832,HeatSteelSheet,2023-04-05 10:42:16+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_coat_3761,CoatPart,2023-04-05 10:42:19+00:00,300.0,0.1751156951,0.25,,,,0.0004,0.0001,,,,,
e_coat_3762,CoatPart,2023-04-05 10:42:19+00:00,300.0,0.1751156951,0.25,,,,0.0004,0.0001,,,,,
e_coat_3764,CoatPart,2023-04-05 10:42:22+00:00,300.0,0.1751156951,0.25,,,,0.0004,0.0001,,,,,
e_coat_3763,CoatPart,2023-04-05 10:42:24+00:00,300.0,0.1751156951,0.25,,,,0.0004,0.0001,,,,,
e_heat_3833,HeatSteelSheet,2023-04-05 10:42:28+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_split_3837,SplitSteelSheet,2023-04-05 10:42:29+00:00,14.4053166306,0.0150624822,0.0220081,0.00042,,,,,,,,,
e_form_3765,FormSteelSheet,2023-04-05 10:42:39+00:00,5.0,0.0028500228,0.0041667,,,,,,,,,,
e_coat_3766,CoatPart,2023-04-05 10:42:40+00:00,300.0,0.1751156951,0.25,,,,0.0004,0.0001,,,,,
e_heat_3834,HeatSteelSheet,2023-04-05 10:42:43+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_split_3838,SplitSteelSheet,2023-04-05 10:42:43+00:00,13.6308199981,0.0142531734,0.0208249,0.00042,,,,,,,,,
e_form_3767,FormSteelSheet,2023-04-05 10:42:53+00:00,5.0,0.0028500228,0.0041667,,,,,,,,,,
e_heat_3835,HetSteelSheet,2023-04-05 10:42:56+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_split_3839,SplitSteelSheet,2023-04-05 10:42:57+00:00,14.4836715959,0.015144357,0.0221278,0.00042,,,,,,,,,
e_heat_3836,HeatSteelSheet,2023-04-05 10:43:10+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_split_3840,SplitSteelSheet,2023-04-05 10:43:11+00:00,15.0555289735,0.0157419678,0.0230015,0.00042,,,,,,,,,
e_coat_3765,CoatPart,2023-04-05 10:43:14+00:00,300.0,0.1751156951,0.25,,,,0.0004,0.0001,,,,,
e_form_3768,FormSteelSheet,2023-04-05 10:43:17+00:00,5.0,0.0028500228,0.0041667,,,,,,,,,,
e_heat_3837,HeatSteelSheet,2023-04-05 10:43:26+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_split_3841,SplitSteelSheet,2023-04-05 10:43:26+00:00,14.0559599155,0.0146974314,0.0214744,0.00042,,,,,,,,,
e_coat_3767,CoatPart,2023-04-05 10:43:28+00:00,300.0,0.1751156951,0.25,,,,0.0004,0.0001,,,,,
e_heat_3838,HeatSteelSheet,2023-04-05 10:43:38+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_form_3771,FormSteelSheet,2023-04-05 10:43:39+00:00,5.0,0.0028500228,0.0041667,,,,,,,,,,
e_split_3842,SplitSteelSheet,2023-04-05 10:43:39+00:00,14.1708425367,0.0148174734,0.0216499,0.00042,,,,,,,,,
e_checkFemale_3220>true,CheckFemalePart,2023-04-05 10:43:51+00:00,?,0.00084474,,,,,,,0.013,,,,
e_formmale_3617,CuttMalePart,2023-04-05 10:43:51+00:00,9.89126981214,0.0666589761333,0.0151117,,,,,,0.056,0.06,0.06,?,
e_coat_3768,CoatPart,2023-04-05 10:43:52+00:00,300.0,0.1751156951,0.25,,,,0.0004,0.0001,,,,,
e_heat_3839,HeatSteelSheet,2023-04-05 10:43:52+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_split_3843,SplitSteelSheet,2023-04-05 10:43:54+00:00,13.8137122425,0.014444283,0.0211043,0.00042,,,,,,,,,
e_form_3773,FormSteelSheet,2023-04-05 10:43:59+00:00,5.0,0.0028500228,0.0041667,,,,,,,,,,
e_formfemale_3433,CuttFemalePart,2023-04-05 10:44:01+00:00,12.447573646,0.0835133186222,0.0190171,,,,,,0.074,0.076,0.076,0.00252,
e_assembly_3220,AssembleHinge,2023-04-05 10:44:02+00:00,5.0,?,,,,,,,,,,,
e_checkMale_3029>true,CheckMalePart,2023-04-05 10:44:02+00:00,?,0.00058482,,,,,,,0.009,,,,
e_form_3774,FormSteelSheet,2023-04-05 10:44:05+00:00,5.0,0.0028500228,0.0041667,,,,,,,,,,
e_heat_3840,HeatSteelSheet,2023-04-05 10:44:06+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_packhinges_158,PackHinges,2023-04-05 10:44:08+00:00,29.8875208242,0.03593,,,,,,,,,,,0.05
e_split_3844,SplitSteelSheet,2023-04-05 10:44:08+00:00,14.0875956302,0.0147304686,0.0215227,0.00042,,,,,,,,,
e_form_3770,FormSteelSheet,2023-04-05 10:44:11+00:00,5.0,0.0028500228,0.0041667,,,,,,,,,,
e_checkMale_3327>true,CheckMalePart,2023-04-05 10:44:12+00:00,?,0.00181944,,,,,,,0.028,,,,
e_formmale_3436,CuttMalePart,2023-04-05 10:44:14+00:00,10.0920643304,0.0765025100444,0.0154184,,,,,,0.08,0.062,0.062,?,
e_coat_3771,CoatPart,2023-04-05 10:44:14+00:00,300.0,0.1751156951,0.25,,,,0.0004,0.0001,,,,,
e_checkMale_3338>true,CheckMalePart,2023-04-05 10:44:22+00:00,?,0.00142956,,,,,,,0.022,,,,
e_heat_3841,HeatSteelSheet,2023-04-05 10:44:22+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_split_3845,SplitSteelSheet,2023-04-05 10:44:22+00:00,14.5989952982,0.0152648778,0.022304,0.00042,,,,,,,,,
e_formfemale_3563,CuttFemalePart,2023-04-05 10:44:24+00:00,12.4553713313,0.0797731382222,0.019029,,,,,,0.063,0.076,0.076,0.00253,
e_form_3769,FormSteelSheet,2023-04-05 10:44:28+00:00,5.0,0.0028500228,0.0041667,,,,,,,,,,
e_checkFemale_3129>true,CheckFemalePart,2023-04-05 10:44:33+00:00,?,0.0019494,,,,,,,0.03,,,,
e_coat_3773,CoatPart,2023-04-05 10:44:34+00:00,300.0,0.1751156951,0.25,,,,0.0004,0.0001,,,,,
e_heat_3842,HeatSteelSheet,2023-04-05 10:44:35+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_formmale_3501,CuttMalePart,2023-04-05 10:44:37+00:00,10.0763723576,0.0749882024444,0.0153945,,,,,,0.083,0.062,0.062,?,
e_split_3846,SplitSteelSheet,2023-04-05 10:44:37+00:00,14.1707018022,0.0148173366,0.0216497,0.00042,,,,,,,,,
e_coat_3774,CoatPart,2023-04-05 10:44:41+00:00,300.0,0.1751156951,0.25,,,,0.0004,0.0001,,,,,
e_assembly_3129,AssembleHinge,2023-04-05 10:44:43+00:00,5.0,?,,,,,,,,,,,
e_checkFemale_3309>true,CheckFemalePart,2023-04-05 10:44:43+00:00,?,0.00110466,,,,,,,0.017,,,,
e_coat_3770,CoatPart,2023-04-05 10:44:46+00:00,300.0,0.1751156951,0.25,,,,0.0004,0.0001,,,,,
e_formfemale_3454,CuttFemalePart,2023-04-05 10:44:47+00:00,12.4983403493,0.0838810370222,0.0190947,,,,,,0.071,0.076,0.076,0.00255,
e_heat_3843,HeatSteelSheet,2023-04-05 10:44:51+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_split_3847,SplitSteelSheet,2023-04-05 10:44:51+00:00,13.7772984539,0.0144062526,0.0210487,0.00042,,,,,,,,,
e_assembly_3309,AssembleHinge,2023-04-05 10:44:54+00:00,5.0,?,,,,,,,,,,,
e_checkFemale_3347>true,CheckFemalePart,2023-04-05 10:44:54+00:00,?,0.0,,,,,,,0.0,,,,
e_form_3772,FormSteelSheet,2023-04-05 10:44:57+00:00,5.0,0.0028500228,0.0041667,,,,,,,,,,
e_formmale_3431,CuttMalePart,2023-04-05 10:44:59+00:00,9.96088015056,0.0768632408889,0.015218,,,,,,0.084,0.061,0.061,?,
e_coat_3769,CoatPart,2023-04-05 10:45:02+00:00,300.0,0.1751156951,0.25,,,,0.0004,0.0001,,,,,
e_assembly_3347,AssembleHinge,2023-04-05 10:45:04+00:00,5.0,?,,,,,,,,,,,
e_checkMale_3617>true,CheckMalePart,2023-04-05 10:45:04+00:00,?,0.00181944,,,,,,,0.028,,,,
e_split_3848,SplitSteelSheet,2023-04-05 10:45:05+00:00,13.7726946569,0.0144013962,0.0210416,0.00042,,,,,,,,,
e_heat_3844,HeatSteelSheet,2023-04-05 10:45:07+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_formfemale_3603,CuttFemalePart,2023-04-05 10:45:09+00:00,12.4300058852,0.0871338674222,0.0189903,,,,,,0.081,0.076,0.076,0.00256,
e_form_3777,FormSteelSheet,2023-04-05 10:45:10+00:00,5.0,0.0028500228,0.0041667,,,,,,,,,,
e_checkMale_2936>true,CheckMalePart,2023-04-05 10:45:14+00:00,?,0.00181944,,,,,,,0.028,,,,
e_heat_3845,HeatSteelSheet,2023-04-05 10:45:18+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_split_3849,SplitSteelSheet,2023-04-05 10:45:19+00:00,13.8716618473,0.014504817,0.0211928,0.00042,,,,,,,,,
e_formmale_3435,CuttMalePart,2023-04-05 10:45:22+00:00,10.0787985988,0.0691698932444,0.0153982,,,,,,0.067,0.062,0.062,?,
e_form_3780,FormSteelSheet,2023-04-05 10:45:24+00:00,5.0,0.0028500228,0.0041667,,,,,,,,,,
e_checkFemale_3260>true,CheckFemalePart,2023-04-05 10:45:25+00:00,?,0.0,,,,,,,0.0,,,,
e_form_3776,FormSteelSheet,2023-04-05 10:45:27+00:00,5.0,0.0028500228,0.0041667,,,,,,,,,,
e_formfemale_3525,CuttFemalePart,2023-04-05 10:45:32+00:00,12.4917344647,0.0804062486222,0.0190846,,,,,,0.063,0.076,0.076,0.00254,
e_coat_3772,CoatPart,2023-04-05 10:45:32+00:00,300.0,0.1751156951,0.25,,,,0.0004,0.0001,,,,,
e_heat_3846,HetSteelSheet,2023-04-05 10:45:33+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_split_3850,SplitSteelSheet,2023-04-05 10:45:34+00:00,14.7689481012,0.0154425126,0.0225637,0.00042,,,,,,,,,
e_assembly_3260,AssembleHinge,2023-04-05 10:45:35+00:00,5.0,?,,,,,,,,,,,
e_checkMale_3345>true,CheckMalePart,2023-04-05 10:45:35+00:00,?,0.00149454,,,,,,,0.023,,,,
e_form_3778,FormSteelSheet,2023-04-05 10:45:41+00:00,5.0,0.0028500228,0.0041667,,,,,,,,,,
e_form_3775,FormSteelSheet,2023-04-05 10:45:43+00:00,5.0,0.0028500228,0.0041667,,,,,,,,,,
e_formmale_3423,CuttMalePart,2023-04-05 10:45:44+00:00,10.0141703084,0.0716726384889,0.0152994,,,,,,0.071,0.061,0.061,?,
e_coat_3777,CoatPart,2023-04-05 10:45:45+00:00,300.0,0.1751156951,0.25,,,,0.0004,0.0001,,,,,
e_checkFemale_3215>true,CheckFemalePart,2023-04-05 10:45:46+00:00,?,0.00220932,,,,,,,0.034,,,,
e_heat_3847,HeatSteelSheet,2023-04-05 10:45:48+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_split_3851,SplitSteelSheet,2023-04-05 10:45:49+00:00,13.7046629501,0.0143303286,0.0209377,0.00042,,,,,,,,,
e_formfemale_3612,CuttFemalePart,2023-04-05 10:45:54+00:00,12.5133605677,0.0931580606222,0.0191176,,,,,,0.094,0.076,0.076,0.00254,
e_assembly_3215,AssembleHinge,2023-04-05 10:45:56+00:00,5.0,?,,,,,,,,,,,
e_checkFemale_3257>true,CheckFemalePart,2023-04-05 10:45:56+00:00,?,6.498E~05,,,,,,,0.001,,,,
e_coat_3780,CoatPart,2023-04-05 10:45:58+00:00,300.0,0.1751156951,0.25,,,,0.0004,0.0001,,,,,
e_heat_3848,HeatSteelSheet,2023-04-05 10:46:00+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_coat_3776,CoatPart,2023-04-05 10:46:02+00:00,300.0,0.1751156951,0.25,,,,0.0004,0.0001,,,,,
e_split_3852,SplitSteelSheet,2023-04-05 10:46:03+00:00,14.0989730437,0.0147423702,0.0215401,0.00042,,,,,,,,,
e_assembly_3257,AssembleHinge,2023-04-05 10:46:06+00:00,5.0,?,,,,,,,,,,,
e_checkFemale_3342>true,CheckFemalePart,2023-04-05 10:46:06+00:00,?,0.00168948,,,,,,,0.026,,,,
e_formmale_3514,CuttMalePart,2023-04-05 10:46:07+00:00,10.0302172853,0.0660600764889,0.0153239,,,,,,0.053,0.061,0.061,?,
e_form_3781,FormSteelSheet,2023-04-05 10:46:09+00:00,5.0,0.0028500228,0.0041667,,,,,,,,,,
e_heat_3849,HeatSteelSheet,2023-04-05 10:46:15+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_coat_3778,CoatPart,2023-04-05 10:46:16+00:00,300.0,0.1751156951,0.25,,,,0.0004,0.0001,,,,,
e_assembly_3342,AssembleHinge,2023-04-05 10:46:17+00:00,5.0,?,,,,,,,,,,,
e_checkMale_3410>true,CheckMalePart,2023-04-05 10:46:17+00:00,?,0.00110466,,,,,,,0.017,,,,
e_formfemale_3447,CuttFemalePart,2023-04-05 10:46:17+00:00,12.5431557262,0.0919595665778,0.0191632,,,,,,0.092,0.077,0.077,0.00256,
e_split_3853,SplitSteelSheet,2023-04-05 10:46:17+00:00,14.7031236669,0.0153737022,0.0224631,0.00042,,,,,,,,,
e_coat_3775,CoatPart,2023-04-05 10:46:18+00:00,300.0,0.1751156951,0.25,,,,0.0004,0.0001,,,,,
e_checkFemale_3234>true,CheckFemalePart,2023-04-05 10:46:28+00:00,?,0.00103968,,,,,,,0.016,,,,
e_formmale_3498,CuttMalePart,2023-04-05 10:46:29+00:00,10.0534473442,0.0677806784889,0.0153594,,,,,,0.058,0.061,0.061,?,
e_heat_3850,HeatSteelSheet,2023-04-05 10:46:30+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_split_3854,SplitSteelSheet,2023-04-05 10:46:31+00:00,13.8736286337,0.014506869,0.0211958,0.00042,,,,,,,,,
e_form_3779,FormSteelSheet,2023-04-05 10:46:32+00:00,5.0,0.0028500228,0.0041667,,,,,,,,,,
e_assembly_3234,AssembleHinge,2023-04-05 10:46:38+00:00,5.0,?,,,,,,,,,,,
e_checkMale_3166>true,CheckMalePart,2023-04-05 10:46:38+00:00,?,0.00077976,,,,,,,0.012,,,,
e_formfemale_3512,CuttFemalePart,2023-04-05 10:46:39+00:00,12.6488193739,0.0874803241778,0.0193246,,,,,,0.075,0.077,0.077,0.00252,
e_coat_3781,CoatPart,2023-04-05 10:46:44+00:00,300.0,0.1751156951,0.25,,,,0.0004,0.0001,,,,,
e_heat_3851,HeatSteelSheet,2023-04-05 10:46:45+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_split_3855,SplitSteelSheet,2023-04-05 10:46:46+00:00,14.0842886181,0.0147270486,0.0215177,0.00042,,,,,,,,,
e_checkMale_3415>true,CheckMalePart,2023-04-05 10:46:48+00:00,?,0.00071478,,,,,,,0.011,,,,
e_formmale_3416,CuttMalePart,2023-04-05 10:46:52+00:00,10.0182435359,0.0672924392889,0.0153056,,,,,,0.057,0.061,0.061,?,
e_form_3782,FormSteelSheet,2023-04-05 10:46:53+00:00,5.0,0.0028500228,0.0041667,,,,,,,,,,
e_checkMale_3033>true,CheckMalePart,2023-04-05 10:46:59+00:00,?,0.00181944,,,,,,,0.028,,,,
e_split_3856,SplitSteelSheet,2023-04-05 10:46:59+00:00,14.0669744034,0.0147089226,0.0214912,0.00042,,,,,,,,,
e_form_3783,FormSteelSheet,2023-04-05 10:47:00+00:00,5.0,0.0028500228,0.0041667,,,,,,,,,,
e_heat_3852,HeatSteelSheet,2023-04-05 10:47:01+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_formfemale_3540,CuttFemalePart,2023-04-05 10:47:02+00:00,12.4121953537,0.0847075826222,0.0189631,,,,,,0.073,0.076,0.076,0.00253,
e_form_3784,FormSteelSheet,2023-04-05 10:47:05+00:00,5.0,0.0028500228,0.0041667,,,,,,,,,,
e_coat_3779,CoatPart,2023-04-05 10:47:07+00:00,300.0,0.1751156951,0.25,,,,0.0004,0.0001,,,,,
e_checkFemale_3454>true,CheckFemalePart,2023-04-05 10:47:10+00:00,?,0.0009747,,,,,,,0.015,,,,
e_formmale_3492,CuttMalePart,2023-04-05 10:47:14+00:00,9.91264036667,0.0690289100889,0.0151443,,,,,,0.063,0.061,0.061,?,
e_split_3857,SplitSteelSheet,2023-04-05 10:47:14+00:00,13.7632560741,0.0143915466,0.0210272,0.00042,,,,,,,,,
e_heat_3853,HeaSteelSheet,2023-04-05 10:47:15+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_form_3785,FormSteelSheet,2023-04-05 10:47:17+00:00,5.0,0.0028500228,0.0041667,,,,,,,,,,
e_form_3787,FormSteelSheet,2023-04-05 10:47:18+00:00,5.0,0.0028500228,0.0041667,,,,,,,,,,
e_assembly_3454,AssembleHinge,2023-04-05 10:47:20+00:00,5.0,?,,,,,,,,,,,
e_checkFemale_3276>true,CheckFemalePart,2023-04-05 10:47:20+00:00,?,0.00090972,,,,,,,0.014,,,,
e_formfemale_3582,CuttFemalePart,2023-04-05 10:47:24+00:00,12.5760195594,0.0906327433778,0.0192134,,,,,,0.088,0.077,0.077,0.00253,
e_coat_3782,CoatPart,2023-04-05 10:47:28+00:00,300.0,0.1751156951,0.25,,,,0.0004,0.0001,,,,,
e_form_3786,FormSteelSheet,2023-04-05 10:47:28+00:00,5.0,0.0028500228,0.0041667,,,,,,,,,,
e_split_3858,SplitSteelSheet,2023-04-05 10:47:28+00:00,14.3244326677,0.0149779398,0.0218845,0.00042,,,,,,,,,
e_assembly_3276,AssembleHinge,2023-04-05 10:47:31+00:00,5.0,?,,,,,,,,,,,
e_checkFemale_2856>true,CheckFemalePart,2023-04-05 10:47:31+00:00,?,0.00142956,,,,,,,0.022,,,,
e_heat_3854,HeatSteelSheet,2023-04-05 10:47:31+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_coat_3783,CoatPart,2023-04-05 10:47:35+00:00,300.0,0.1751156951,0.25,,,,0.0004,0.0001,,,,,
e_packhinges_159,PackHinges,2023-04-05 10:47:37+00:00,29.909951588,0.03593,,,,,,,,,,,0.05
e_formmale_3497,CuttMalePart,2023-04-05 10:47:37+00:00,9.92349064442,0.0672755444889,0.0151609,,,,,,0.059,0.061,0.061,?,
e_coat_3784,CoatPart,2023-04-05 10:47:39+00:00,300.0,0.1751156951,0.25,,,,0.0004,0.0001,,,,,
